,ma_shap,group
con_R-LOG_R-POP_fa,0.0,brain
con_R-BSTS_R-FP_fa,0.0,brain
con_R-LOG_R-RMFG_fa,0.0,brain
con_R-LOG_R-TP_fa,0.0,brain
con_R-LOG_R-FP_fa,0.0,brain
con_R-LOG_R-SMG_fa,0.0,brain
con_R-LOG_R-STG_fa,0.0,brain
con_R-LOG_R-SPG_fa,0.0,brain
con_R-LOG_R-SFG_fa,0.0,brain
con_R-LOG_R-RACG_fa,0.0,brain
con_R-LOG_R-POR_fa,0.0,brain
con_R-LOG_R-PCU_fa,0.0,brain
con_R-LOG_R-PrCG_fa,0.0,brain
con_R-LOG_R-PCG_fa,0.0,brain
con_R-LOG_R-PoCG_fa,0.0,brain
con_R-LOG_R-PCAL_fa,0.0,brain
con_R-LOG_R-PTR_fa,0.0,brain
con_R-LG_R-PCU_fa,0.0,brain
con_R-LG_R-RACG_fa,0.0,brain
con_R-LG_R-RMFG_fa,0.0,brain
con_R-MTG_R-SFG_fa,0.0,brain
con_R-MTG_R-TTG_fa,0.0,brain
con_R-MTG_R-TP_fa,0.0,brain
con_R-MTG_R-FP_fa,0.0,brain
con_R-MTG_R-SMG_fa,0.0,brain
con_R-MTG_R-STG_fa,0.0,brain
con_R-MTG_R-SPG_fa,0.0,brain
con_R-MTG_R-RMFG_fa,0.0,brain
con_R-MTG_R-CER_fa,0.0,brain
con_R-MTG_R-RACG_fa,0.0,brain
con_R-MTG_R-PCU_fa,0.0,brain
con_R-MTG_R-PrCG_fa,0.0,brain
con_R-MTG_R-PCG_fa,0.0,brain
con_R-MTG_R-PoCG_fa,0.0,brain
con_R-MTG_R-PCAL_fa,0.0,brain
con_R-MTG_R-IN_fa,0.0,brain
con_R-PHIG_R-PaCG_fa,0.0,brain
con_R-LG_R-SFG_fa,0.0,brain
con_R-PHIG_R-RACG_fa,0.0,brain
con_R-PHIG_R-FP_fa,0.0,brain
con_R-PHIG_R-SMG_fa,0.0,brain
con_R-PHIG_R-STG_fa,0.0,brain
con_R-PHIG_R-SPG_fa,0.0,brain
con_R-PHIG_R-SFG_fa,0.0,brain
con_R-PHIG_R-RMFG_fa,0.0,brain
con_R-PHIG_R-PCU_fa,0.0,brain
con_R-PHIG_R-POP_fa,0.0,brain
con_R-PHIG_R-PrCG_fa,0.0,brain
con_R-PHIG_R-PCG_fa,0.0,brain
con_R-PHIG_R-PoCG_fa,0.0,brain
con_R-PHIG_R-PCAL_fa,0.0,brain
con_R-PHIG_R-PTR_fa,0.0,brain
con_R-PHIG_R-POR_fa,0.0,brain
con_R-MTG_R-PTR_fa,0.0,brain
con_R-MTG_R-POR_fa,0.0,brain
con_R-MTG_R-POP_fa,0.0,brain
con_R-LG_R-CER_fa,0.0,brain
con_R-MOFG_R-PTR_fa,0.0,brain
con_R-MOFG_R-POR_fa,0.0,brain
con_R-MOFG_R-POP_fa,0.0,brain
con_R-MOFG_R-PaCG_fa,0.0,brain
con_R-MOFG_R-PHIG_fa,0.0,brain
con_R-MOFG_R-MTG_fa,0.0,brain
con_R-LG_R-IN_fa,0.0,brain
con_R-MTG_R-PaCG_fa,0.0,brain
con_R-LG_R-TTG_fa,0.0,brain
con_R-LG_R-TP_fa,0.0,brain
con_R-LG_R-FP_fa,0.0,brain
con_R-LG_R-SMG_fa,0.0,brain
con_R-LG_R-STG_fa,0.0,brain
con_R-LG_R-SPG_fa,0.0,brain
con_R-MOFG_R-PCAL_fa,0.0,brain
con_R-MOFG_R-PoCG_fa,0.0,brain
con_R-MOFG_R-PCG_fa,0.0,brain
con_R-MOFG_R-PrCG_fa,0.0,brain
con_R-MOFG_R-PCU_fa,0.0,brain
con_R-MOFG_R-RACG_fa,0.0,brain
con_R-MOFG_R-RMFG_fa,0.0,brain
con_R-MOFG_R-SFG_fa,0.0,brain
con_R-MOFG_R-SPG_fa,0.0,brain
con_R-MOFG_R-STG_fa,0.0,brain
con_R-MOFG_R-SMG_fa,0.0,brain
con_R-MOFG_R-FP_fa,0.0,brain
con_R-MOFG_R-TP_fa,0.0,brain
con_R-MOFG_R-TTG_fa,0.0,brain
con_R-MOFG_R-IN_fa,0.0,brain
con_R-MOFG_R-CER_fa,0.0,brain
con_R-MTG_R-PHIG_fa,0.0,brain
con_R-BSTS_R-TP_fa,0.0,brain
con_R-AC_R-PCG_fa,0.0,brain
con_R-BSTS_R-SMG_fa,0.0,brain
con_L-HI_R-TP_fa,0.0,brain
con_L-AM_R-CA_fa,0.0,brain
con_L-AM_R-TH_fa,0.0,brain
con_L-AM_L-AC_fa,0.0,brain
con_L-HI_R-CER_fa,0.0,brain
con_L-HI_R-IN_fa,0.0,brain
con_L-HI_R-TTG_fa,0.0,brain
con_L-HI_R-FP_fa,0.0,brain
con_L-AM_R-PA_fa,0.0,brain
con_L-HI_R-SMG_fa,0.0,brain
con_L-HI_R-STG_fa,0.0,brain
con_L-HI_R-SPG_fa,0.0,brain
con_L-HI_R-SFG_fa,0.0,brain
con_L-HI_R-RMFG_fa,0.0,brain
con_L-HI_R-RACG_fa,0.0,brain
con_L-AM_R-PU_fa,0.0,brain
con_L-AM_R-HI_fa,0.0,brain
con_L-AM_R-PaCG_fa,0.0,brain
con_L-AM_R-ITG_fa,0.0,brain
con_L-AM_R-MTG_fa,0.0,brain
con_L-AM_R-MOFG_fa,0.0,brain
con_L-AM_R-LG_fa,0.0,brain
con_L-AM_R-LOFG_fa,0.0,brain
con_L-AM_R-LOG_fa,0.0,brain
con_L-AM_R-ICG_fa,0.0,brain
con_L-AM_R-IPG_fa,0.0,brain
con_L-AM_R-AC_fa,0.0,brain
con_L-AM_R-FG_fa,0.0,brain
con_L-AM_R-EC_fa,0.0,brain
con_L-AM_R-CU_fa,0.0,brain
con_L-AM_R-CMFG_fa,0.0,brain
con_L-AM_R-CACG_fa,0.0,brain
con_L-AM_R-BSTS_fa,0.0,brain
con_L-HI_R-PCU_fa,0.0,brain
con_L-HI_R-PrCG_fa,0.0,brain
con_L-HI_R-PCG_fa,0.0,brain
con_L-HI_R-PA_fa,0.0,brain
con_L-HI_R-CMFG_fa,0.0,brain
con_L-HI_R-CACG_fa,0.0,brain
con_L-HI_R-BSTS_fa,0.0,brain
con_L-HI_R-AC_fa,0.0,brain
con_L-HI_R-AM_fa,0.0,brain
con_L-HI_R-HI_fa,0.0,brain
con_L-HI_R-PU_fa,0.0,brain
con_L-HI_R-PoCG_fa,0.0,brain
con_L-HI_R-CA_fa,0.0,brain
con_L-HI_L-AC_fa,0.0,brain
con_L-HI_L-AM_fa,0.0,brain
con_L-PA_R-CER_fa,0.0,brain
con_L-PA_R-IN_fa,0.0,brain
con_L-PA_R-TTG_fa,0.0,brain
con_L-HI_R-CU_fa,0.0,brain
con_L-HI_R-EC_fa,0.0,brain
con_L-HI_R-FG_fa,0.0,brain
con_L-HI_R-IPG_fa,0.0,brain
con_L-HI_R-ITG_fa,0.0,brain
con_L-HI_R-ICG_fa,0.0,brain
con_L-HI_R-LOG_fa,0.0,brain
con_L-HI_R-LOFG_fa,0.0,brain
con_L-HI_R-LG_fa,0.0,brain
con_L-HI_R-MOFG_fa,0.0,brain
con_L-HI_R-MTG_fa,0.0,brain
con_L-HI_R-PHIG_fa,0.0,brain
con_L-HI_R-PaCG_fa,0.0,brain
con_L-HI_R-POP_fa,0.0,brain
con_L-HI_R-POR_fa,0.0,brain
con_L-HI_R-PTR_fa,0.0,brain
con_L-HI_R-PCAL_fa,0.0,brain
con_L-AM_R-PHIG_fa,0.0,brain
con_L-AM_R-POP_fa,0.0,brain
con_R-BSTS_R-STG_fa,0.0,brain
con_L-AC_R-PCAL_fa,0.0,brain
con_L-AC_R-RMFG_fa,0.0,brain
con_L-AC_R-RACG_fa,0.0,brain
con_L-AC_R-PCU_fa,0.0,brain
con_L-AC_R-PrCG_fa,0.0,brain
con_L-AC_R-PCG_fa,0.0,brain
con_L-AC_R-PoCG_fa,0.0,brain
con_L-AC_R-PTR_fa,0.0,brain
con_L-AC_R-SPG_fa,0.0,brain
con_L-AC_R-POR_fa,0.0,brain
con_L-AC_R-POP_fa,0.0,brain
con_L-AC_R-PaCG_fa,0.0,brain
con_L-AC_R-PHIG_fa,0.0,brain
con_L-AC_R-MTG_fa,0.0,brain
con_L-AC_R-MOFG_fa,0.0,brain
con_L-AC_R-SFG_fa,0.0,brain
con_L-AC_R-STG_fa,0.0,brain
con_L-AM_R-POR_fa,0.0,brain
con_R-TH_R-PA_fa,0.0,brain
con_R-TH_R-CMFG_fa,0.0,brain
con_R-TH_R-CACG_fa,0.0,brain
con_R-TH_R-BSTS_fa,0.0,brain
con_R-TH_R-AC_fa,0.0,brain
con_R-TH_R-AM_fa,0.0,brain
con_R-TH_R-HI_fa,0.0,brain
con_R-TH_R-PU_fa,0.0,brain
con_L-AC_R-SMG_fa,0.0,brain
con_R-TH_R-CA_fa,0.0,brain
con_L-AC_R-CER_fa,0.0,brain
con_L-AC_R-IN_fa,0.0,brain
con_L-AC_R-TTG_fa,0.0,brain
con_L-AC_R-TP_fa,0.0,brain
con_L-AC_R-FP_fa,0.0,brain
con_L-AC_R-LG_fa,0.0,brain
con_L-AC_R-LOFG_fa,0.0,brain
con_L-AC_R-LOG_fa,0.0,brain
con_L-AM_R-SFG_fa,0.0,brain
con_L-AM_R-TTG_fa,0.0,brain
con_L-AM_R-TP_fa,0.0,brain
con_L-AM_R-FP_fa,0.0,brain
con_L-AM_R-SMG_fa,0.0,brain
con_L-AM_R-STG_fa,0.0,brain
con_L-AM_R-SPG_fa,0.0,brain
con_L-AM_R-RMFG_fa,0.0,brain
con_L-AC_R-ICG_fa,0.0,brain
con_L-AM_R-RACG_fa,0.0,brain
con_L-AM_R-PCU_fa,0.0,brain
con_L-AM_R-PrCG_fa,0.0,brain
con_L-AM_R-PoCG_fa,0.0,brain
con_L-AM_R-PCAL_fa,0.0,brain
con_L-AM_R-PTR_fa,0.0,brain
con_L-AM_R-IN_fa,0.0,brain
con_L-AM_R-CER_fa,0.0,brain
con_L-AC_R-TH_fa,0.0,brain
con_L-AC_R-CA_fa,0.0,brain
con_L-AC_R-PU_fa,0.0,brain
con_L-AC_R-PA_fa,0.0,brain
con_L-AC_R-HI_fa,0.0,brain
con_L-AC_R-AM_fa,0.0,brain
con_L-AC_R-AC_fa,0.0,brain
con_L-AC_R-BSTS_fa,0.0,brain
con_L-AC_R-CACG_fa,0.0,brain
con_L-AC_R-CMFG_fa,0.0,brain
con_L-AC_R-CU_fa,0.0,brain
con_L-AC_R-EC_fa,0.0,brain
con_L-AC_R-FG_fa,0.0,brain
con_L-AC_R-IPG_fa,0.0,brain
con_L-AC_R-ITG_fa,0.0,brain
con_L-PA_R-TP_fa,0.0,brain
con_L-PA_R-FP_fa,0.0,brain
con_L-PA_R-SMG_fa,0.0,brain
con_L-CA_R-PTR_fa,0.0,brain
con_L-CA_R-RMFG_fa,0.0,brain
con_L-CA_R-RACG_fa,0.0,brain
con_L-CA_R-PCU_fa,0.0,brain
con_L-CA_R-PrCG_fa,0.0,brain
con_L-CA_R-PoCG_fa,0.0,brain
con_L-CA_R-PCAL_fa,0.0,brain
con_L-CA_R-POR_fa,0.0,brain
con_L-CA_R-SPG_fa,0.0,brain
con_L-CA_R-POP_fa,0.0,brain
con_L-CA_R-PaCG_fa,0.0,brain
con_L-CA_R-PHIG_fa,0.0,brain
con_L-CA_R-MTG_fa,0.0,brain
con_L-CA_R-MOFG_fa,0.0,brain
con_L-CA_R-LG_fa,0.0,brain
con_L-CA_R-SFG_fa,0.0,brain
con_L-CA_R-STG_fa,0.0,brain
con_L-PA_R-STG_fa,0.0,brain
con_L-PU_L-AC_fa,0.0,brain
con_L-PU_R-AM_fa,0.0,brain
con_L-PU_R-HI_fa,0.0,brain
con_L-PU_R-PA_fa,0.0,brain
con_L-PU_R-PU_fa,0.0,brain
con_L-PU_R-CA_fa,0.0,brain
con_L-PU_R-TH_fa,0.0,brain
con_L-PU_L-AM_fa,0.0,brain
con_L-CA_R-SMG_fa,0.0,brain
con_L-PU_L-HI_fa,0.0,brain
con_L-CA_R-CER_fa,0.0,brain
con_L-CA_R-IN_fa,0.0,brain
con_L-CA_R-TTG_fa,0.0,brain
con_L-CA_R-TP_fa,0.0,brain
con_L-CA_R-FP_fa,0.0,brain
con_L-CA_R-LOFG_fa,0.0,brain
con_L-CA_R-LOG_fa,0.0,brain
con_L-CA_R-ICG_fa,0.0,brain
con_L-TH_R-FP_fa,0.0,brain
con_L-CA_L-PA_fa,0.0,brain
con_L-CA_L-PU_fa,0.0,brain
con_L-TH_R-CER_fa,0.0,brain
con_L-TH_R-IN_fa,0.0,brain
con_L-TH_R-TTG_fa,0.0,brain
con_L-TH_R-TP_fa,0.0,brain
con_L-TH_R-SMG_fa,0.0,brain
con_L-CA_R-ITG_fa,0.0,brain
con_L-TH_R-STG_fa,0.0,brain
con_L-TH_R-SPG_fa,0.0,brain
con_L-TH_R-SFG_fa,0.0,brain
con_L-TH_R-RMFG_fa,0.0,brain
con_L-TH_R-RACG_fa,0.0,brain
con_L-TH_R-PCU_fa,0.0,brain
con_L-CA_L-HI_fa,0.0,brain
con_L-CA_L-AM_fa,0.0,brain
con_L-CA_L-AC_fa,0.0,brain
con_L-CA_R-TH_fa,0.0,brain
con_L-CA_R-CA_fa,0.0,brain
con_L-CA_R-PU_fa,0.0,brain
con_L-CA_R-PA_fa,0.0,brain
con_L-CA_R-HI_fa,0.0,brain
con_L-CA_R-AM_fa,0.0,brain
con_L-CA_R-AC_fa,0.0,brain
con_L-CA_R-BSTS_fa,0.0,brain
con_L-CA_R-CACG_fa,0.0,brain
con_L-CA_R-CMFG_fa,0.0,brain
con_L-CA_R-CU_fa,0.0,brain
con_L-CA_R-EC_fa,0.0,brain
con_L-CA_R-FG_fa,0.0,brain
con_L-CA_R-IPG_fa,0.0,brain
con_L-PU_R-AC_fa,0.0,brain
con_L-PU_R-BSTS_fa,0.0,brain
con_L-PU_R-CACG_fa,0.0,brain
con_L-PA_R-EC_fa,0.0,brain
con_L-PA_R-LOFG_fa,0.0,brain
con_L-PA_R-LOG_fa,0.0,brain
con_L-PA_R-ICG_fa,0.0,brain
con_L-PA_R-ITG_fa,0.0,brain
con_L-PA_R-IPG_fa,0.0,brain
con_L-PA_R-FG_fa,0.0,brain
con_L-PA_R-CU_fa,0.0,brain
con_L-PA_R-PU_fa,0.0,brain
con_L-PA_R-CMFG_fa,0.0,brain
con_L-PA_R-CACG_fa,0.0,brain
con_L-PA_R-BSTS_fa,0.0,brain
con_L-PA_R-AC_fa,0.0,brain
con_L-PA_R-AM_fa,0.0,brain
con_L-PA_R-HI_fa,0.0,brain
con_L-PA_R-LG_fa,0.0,brain
con_L-PA_R-MOFG_fa,0.0,brain
con_L-PA_R-MTG_fa,0.0,brain
con_L-PA_R-PHIG_fa,0.0,brain
con_L-PA_R-PaCG_fa,0.0,brain
con_L-PA_R-POP_fa,0.0,brain
con_L-PA_R-POR_fa,0.0,brain
con_L-PA_R-PTR_fa,0.0,brain
con_L-PA_R-PCAL_fa,0.0,brain
con_L-PA_R-PoCG_fa,0.0,brain
con_L-PA_R-PCG_fa,0.0,brain
con_L-PA_R-PrCG_fa,0.0,brain
con_L-PA_R-PCU_fa,0.0,brain
con_L-PA_R-RACG_fa,0.0,brain
con_L-PA_R-RMFG_fa,0.0,brain
con_L-PA_R-SFG_fa,0.0,brain
con_L-PA_R-SPG_fa,0.0,brain
con_L-PA_R-PA_fa,0.0,brain
con_L-PA_R-CA_fa,0.0,brain
con_L-PU_R-CMFG_fa,0.0,brain
con_L-PU_R-LG_fa,0.0,brain
con_L-PU_R-PCAL_fa,0.0,brain
con_L-PU_R-POR_fa,0.0,brain
con_L-PU_R-POP_fa,0.0,brain
con_L-PU_R-PaCG_fa,0.0,brain
con_L-PU_R-MTG_fa,0.0,brain
con_L-PU_R-MOFG_fa,0.0,brain
con_L-PU_R-LOG_fa,0.0,brain
con_L-PA_R-TH_fa,0.0,brain
con_L-PU_R-ICG_fa,0.0,brain
con_L-PU_R-ITG_fa,0.0,brain
con_L-PU_R-IPG_fa,0.0,brain
con_L-PU_R-FG_fa,0.0,brain
con_L-PU_R-EC_fa,0.0,brain
con_L-PU_R-CU_fa,0.0,brain
con_L-PU_R-PoCG_fa,0.0,brain
con_L-PU_R-PCG_fa,0.0,brain
con_L-PU_R-PrCG_fa,0.0,brain
con_L-PU_R-PCU_fa,0.0,brain
con_L-PU_R-RACG_fa,0.0,brain
con_L-PU_R-SFG_fa,0.0,brain
con_L-PU_R-SPG_fa,0.0,brain
con_L-PU_R-STG_fa,0.0,brain
con_L-PU_R-SMG_fa,0.0,brain
con_L-PU_R-FP_fa,0.0,brain
con_L-PU_R-TP_fa,0.0,brain
con_L-PU_R-TTG_fa,0.0,brain
con_L-PU_R-IN_fa,0.0,brain
con_L-PU_R-CER_fa,0.0,brain
con_L-PA_L-HI_fa,0.0,brain
con_L-PA_L-AM_fa,0.0,brain
con_L-PA_L-AC_fa,0.0,brain
con_R-TH_R-CU_fa,0.0,brain
con_R-TH_R-EC_fa,0.0,brain
con_R-TH_R-FG_fa,0.0,brain
con_R-AM_R-CMFG_fa,0.0,brain
con_R-AM_R-ICG_fa,0.0,brain
con_R-AM_R-ITG_fa,0.0,brain
con_R-AM_R-IPG_fa,0.0,brain
con_R-AM_R-FG_fa,0.0,brain
con_R-AM_R-EC_fa,0.0,brain
con_R-AM_R-CU_fa,0.0,brain
con_R-AM_R-CACG_fa,0.0,brain
con_R-AM_R-LOFG_fa,0.0,brain
con_R-AM_R-BSTS_fa,0.0,brain
con_R-AM_R-AC_fa,0.0,brain
con_R-HI_R-CER_fa,0.0,brain
con_R-HI_R-IN_fa,0.0,brain
con_R-HI_R-TTG_fa,0.0,brain
con_R-HI_R-TP_fa,0.0,brain
con_R-AM_R-LOG_fa,0.0,brain
con_R-AM_R-LG_fa,0.0,brain
con_R-PA_R-FP_fa,0.0,brain
con_R-AM_R-PoCG_fa,0.0,brain
con_R-AM_R-SFG_fa,0.0,brain
con_R-AM_R-RMFG_fa,0.0,brain
con_R-AM_R-RACG_fa,0.0,brain
con_R-AM_R-PCU_fa,0.0,brain
con_R-AM_R-PrCG_fa,0.0,brain
con_R-AM_R-PCG_fa,0.0,brain
con_R-AM_R-PCAL_fa,0.0,brain
con_R-AM_R-MOFG_fa,0.0,brain
con_R-AM_R-PTR_fa,0.0,brain
con_R-AM_R-POR_fa,0.0,brain
con_R-AM_R-POP_fa,0.0,brain
con_R-AM_R-PaCG_fa,0.0,brain
con_R-AM_R-PHIG_fa,0.0,brain
con_R-AM_R-MTG_fa,0.0,brain
con_R-HI_R-FP_fa,0.0,brain
con_R-HI_R-SMG_fa,0.0,brain
con_R-HI_R-STG_fa,0.0,brain
con_R-HI_R-CMFG_fa,0.0,brain
con_R-HI_R-LOG_fa,0.0,brain
con_R-HI_R-ITG_fa,0.0,brain
con_R-HI_R-IPG_fa,0.0,brain
con_R-HI_R-FG_fa,0.0,brain
con_R-HI_R-EC_fa,0.0,brain
con_R-HI_R-CU_fa,0.0,brain
con_R-HI_R-CACG_fa,0.0,brain
con_R-HI_R-SPG_fa,0.0,brain
con_R-HI_R-BSTS_fa,0.0,brain
con_R-HI_R-AC_fa,0.0,brain
con_R-HI_R-AM_fa,0.0,brain
con_R-PA_R-CER_fa,0.0,brain
con_R-PA_R-IN_fa,0.0,brain
con_R-PA_R-TTG_fa,0.0,brain
con_R-HI_R-LOFG_fa,0.0,brain
con_R-HI_R-LG_fa,0.0,brain
con_R-HI_R-MOFG_fa,0.0,brain
con_R-HI_R-MTG_fa,0.0,brain
con_R-HI_R-PHIG_fa,0.0,brain
con_R-HI_R-PaCG_fa,0.0,brain
con_R-HI_R-POP_fa,0.0,brain
con_R-HI_R-POR_fa,0.0,brain
con_R-HI_R-PTR_fa,0.0,brain
con_R-HI_R-PCAL_fa,0.0,brain
con_R-HI_R-PoCG_fa,0.0,brain
con_R-HI_R-PCG_fa,0.0,brain
con_R-HI_R-PrCG_fa,0.0,brain
con_R-HI_R-PCU_fa,0.0,brain
con_R-HI_R-RACG_fa,0.0,brain
con_R-HI_R-RMFG_fa,0.0,brain
con_R-HI_R-SFG_fa,0.0,brain
con_R-AM_R-SPG_fa,0.0,brain
con_R-AM_R-STG_fa,0.0,brain
con_R-AM_R-SMG_fa,0.0,brain
con_R-BSTS_R-EC_fa,0.0,brain
con_R-BSTS_R-LOFG_fa,0.0,brain
con_R-BSTS_R-LOG_fa,0.0,brain
con_R-BSTS_R-ICG_fa,0.0,brain
con_R-BSTS_R-ITG_fa,0.0,brain
con_R-BSTS_R-IPG_fa,0.0,brain
con_R-BSTS_R-FG_fa,0.0,brain
con_R-BSTS_R-CU_fa,0.0,brain
con_R-AC_R-SMG_fa,0.0,brain
con_R-BSTS_R-CMFG_fa,0.0,brain
con_R-BSTS_R-CACG_fa,0.0,brain
con_R-AC_R-CER_fa,0.0,brain
con_R-AC_R-IN_fa,0.0,brain
con_R-AC_R-TTG_fa,0.0,brain
con_R-AC_R-TP_fa,0.0,brain
con_R-BSTS_R-LG_fa,0.0,brain
con_R-BSTS_R-MOFG_fa,0.0,brain
con_R-BSTS_R-MTG_fa,0.0,brain
con_R-BSTS_R-PHIG_fa,0.0,brain
con_R-BSTS_R-PaCG_fa,0.0,brain
con_R-BSTS_R-POP_fa,0.0,brain
con_R-BSTS_R-POR_fa,0.0,brain
con_R-BSTS_R-PTR_fa,0.0,brain
con_R-BSTS_R-PCAL_fa,0.0,brain
con_R-BSTS_R-PoCG_fa,0.0,brain
con_R-BSTS_R-PCG_fa,0.0,brain
con_R-BSTS_R-PrCG_fa,0.0,brain
con_R-BSTS_R-PCU_fa,0.0,brain
con_R-BSTS_R-RACG_fa,0.0,brain
con_R-BSTS_R-RMFG_fa,0.0,brain
con_R-BSTS_R-SFG_fa,0.0,brain
con_R-BSTS_R-SPG_fa,0.0,brain
con_R-AC_R-FP_fa,0.0,brain
con_R-AC_R-STG_fa,0.0,brain
con_R-AM_R-FP_fa,0.0,brain
con_R-AC_R-CU_fa,0.0,brain
con_R-AC_R-LOG_fa,0.0,brain
con_R-AC_R-ICG_fa,0.0,brain
con_R-AC_R-ITG_fa,0.0,brain
con_R-AC_R-IPG_fa,0.0,brain
con_R-AC_R-FG_fa,0.0,brain
con_R-AC_R-EC_fa,0.0,brain
con_R-AC_R-CMFG_fa,0.0,brain
con_R-AC_R-SPG_fa,0.0,brain
con_R-AC_R-CACG_fa,0.0,brain
con_R-AC_R-BSTS_fa,0.0,brain
con_R-AM_R-CER_fa,0.0,brain
con_R-AM_R-IN_fa,0.0,brain
con_R-AM_R-TTG_fa,0.0,brain
con_R-AM_R-TP_fa,0.0,brain
con_R-AC_R-LOFG_fa,0.0,brain
con_R-AC_R-LG_fa,0.0,brain
con_R-AC_R-MOFG_fa,0.0,brain
con_R-AC_R-MTG_fa,0.0,brain
con_R-AC_R-PHIG_fa,0.0,brain
con_R-AC_R-PaCG_fa,0.0,brain
con_R-AC_R-POP_fa,0.0,brain
con_R-AC_R-POR_fa,0.0,brain
con_R-AC_R-PTR_fa,0.0,brain
con_R-AC_R-PCAL_fa,0.0,brain
con_R-AC_R-PoCG_fa,0.0,brain
con_R-RACG_R-TTG_fa,0.0,brain
con_R-AC_R-PrCG_fa,0.0,brain
con_R-AC_R-PCU_fa,0.0,brain
con_R-AC_R-RACG_fa,0.0,brain
con_R-AC_R-RMFG_fa,0.0,brain
con_R-AC_R-SFG_fa,0.0,brain
con_R-PA_R-TP_fa,0.0,brain
con_R-PA_R-SMG_fa,0.0,brain
con_R-TH_R-IPG_fa,0.0,brain
con_R-CA_R-LOFG_fa,0.0,brain
con_R-CA_R-POP_fa,0.0,brain
con_R-CA_R-PaCG_fa,0.0,brain
con_R-CA_R-PHIG_fa,0.0,brain
con_R-CA_R-MTG_fa,0.0,brain
con_R-CA_R-MOFG_fa,0.0,brain
con_R-CA_R-LG_fa,0.0,brain
con_R-CA_R-LOG_fa,0.0,brain
con_R-CA_R-PTR_fa,0.0,brain
con_R-CA_R-ICG_fa,0.0,brain
con_R-CA_R-ITG_fa,0.0,brain
con_R-CA_R-IPG_fa,0.0,brain
con_R-CA_R-FG_fa,0.0,brain
con_R-CA_R-EC_fa,0.0,brain
con_R-CA_R-CU_fa,0.0,brain
con_R-CA_R-POR_fa,0.0,brain
con_R-CA_R-PCAL_fa,0.0,brain
con_R-PA_R-STG_fa,0.0,brain
con_R-CA_R-STG_fa,0.0,brain
con_R-CA_R-CER_fa,0.0,brain
con_R-CA_R-IN_fa,0.0,brain
con_R-CA_R-TTG_fa,0.0,brain
con_R-CA_R-TP_fa,0.0,brain
con_R-CA_R-FP_fa,0.0,brain
con_R-CA_R-SMG_fa,0.0,brain
con_R-CA_R-SPG_fa,0.0,brain
con_R-CA_R-PoCG_fa,0.0,brain
con_R-CA_R-SFG_fa,0.0,brain
con_R-CA_R-RMFG_fa,0.0,brain
con_R-CA_R-RACG_fa,0.0,brain
con_R-CA_R-PCU_fa,0.0,brain
con_R-CA_R-PrCG_fa,0.0,brain
con_R-CA_R-PCG_fa,0.0,brain
con_R-CA_R-CMFG_fa,0.0,brain
con_R-CA_R-CACG_fa,0.0,brain
con_R-CA_R-BSTS_fa,0.0,brain
con_R-TH_R-PHIG_fa,0.0,brain
con_R-TH_R-PoCG_fa,0.0,brain
con_R-TH_R-PCAL_fa,0.0,brain
con_R-TH_R-PTR_fa,0.0,brain
con_R-TH_R-POR_fa,0.0,brain
con_R-TH_R-POP_fa,0.0,brain
con_R-TH_R-PaCG_fa,0.0,brain
con_R-TH_R-MTG_fa,0.0,brain
con_R-CA_R-AC_fa,0.0,brain
con_R-TH_R-MOFG_fa,0.0,brain
con_R-TH_R-LG_fa,0.0,brain
con_R-TH_R-LOFG_fa,0.0,brain
con_R-TH_R-LOG_fa,0.0,brain
con_R-TH_R-ICG_fa,0.0,brain
con_R-TH_R-ITG_fa,0.0,brain
con_R-TH_R-PCG_fa,0.0,brain
con_R-TH_R-PrCG_fa,0.0,brain
con_R-TH_R-PCU_fa,0.0,brain
con_R-TH_R-RACG_fa,0.0,brain
con_R-TH_R-RMFG_fa,0.0,brain
con_R-TH_R-SFG_fa,0.0,brain
con_R-TH_R-SPG_fa,0.0,brain
con_R-TH_R-STG_fa,0.0,brain
con_R-TH_R-SMG_fa,0.0,brain
con_R-TH_R-FP_fa,0.0,brain
con_R-TH_R-TTG_fa,0.0,brain
con_R-TH_R-IN_fa,0.0,brain
con_R-TH_R-CER_fa,0.0,brain
con_R-CA_R-PU_fa,0.0,brain
con_R-CA_R-PA_fa,0.0,brain
con_R-CA_R-HI_fa,0.0,brain
con_R-CA_R-AM_fa,0.0,brain
con_R-PU_R-PA_fa,0.0,brain
con_R-PU_R-HI_fa,0.0,brain
con_R-PU_R-AM_fa,0.0,brain
con_R-PA_R-EC_fa,0.0,brain
con_R-PA_R-LOFG_fa,0.0,brain
con_R-PA_R-LOG_fa,0.0,brain
con_R-PA_R-ICG_fa,0.0,brain
con_R-PA_R-ITG_fa,0.0,brain
con_R-PA_R-IPG_fa,0.0,brain
con_R-PA_R-FG_fa,0.0,brain
con_R-PA_R-CU_fa,0.0,brain
con_R-PU_R-IN_fa,0.0,brain
con_R-PA_R-CMFG_fa,0.0,brain
con_R-PA_R-CACG_fa,0.0,brain
con_R-PA_R-BSTS_fa,0.0,brain
con_R-PA_R-AC_fa,0.0,brain
con_R-PA_R-AM_fa,0.0,brain
con_R-PA_R-HI_fa,0.0,brain
con_R-PA_R-LG_fa,0.0,brain
con_R-PA_R-MOFG_fa,0.0,brain
con_R-PA_R-MTG_fa,0.0,brain
con_R-PA_R-PHIG_fa,0.0,brain
